State,Gender,Year,Name,Count
AK,M,1923,Charles,7
AL,F,1923,Catherine,189
AL,F,1923,Carrie,176
AL,F,1923,Christine,122
AL,F,1923,Carolyn,71
AL,F,1923,Cleo,42
AL,F,1923,Callie,41
AL,F,1923,Claudia,31
AL,F,1923,Charlotte,27
AL,F,1923,Connie,16
AL,F,1923,Charlie,15
AL,F,1923,Carol,14
AL,F,1923,Constance,9
AL,F,1923,Caroline,8
AL,F,1923,Claudie,8
AL,F,1923,Clemmie,8
AL,F,1923,Cecil,7
AL,F,1923,Claire,7
AL,F,1923,Celestine,6
AL,F,1923,Clary,6
AL,F,1923,Clyde,6
AL,F,1923,Cynthia,6
AL,F,1923,Colleen,5
AL,M,1923,Charles,609
AL,M,1923,Charlie,244
AL,M,1923,Clarence,201
AL,M,1923,Carl,128
AL,M,1923,Calvin,112
AL,M,1923,Cecil,107
AL,M,1923,Curtis,102
AL,M,1923,Clyde,100
AL,M,1923,Clifford,71
AL,M,1923,Claude,67
AL,M,1923,Chester,49
AL,M,1923,Clayton,24
AL,M,1923,Claudie,14
AL,M,1923,Charley,13
AL,M,1923,Cornelius,13
AL,M,1923,Clark,12
AL,M,1923,Cleo,12
AL,M,1923,Carlton,9
AL,M,1923,Connie,8
AL,M,1923,Carlos,7
AL,M,1923,Carter,7
AL,M,1923,Christopher,7
AL,M,1923,Cary,5
AL,M,1923,Cody,5
AR,F,1923,Christine,70
AR,F,1923,Catherine,68
AR,F,1923,Carrie,37
AR,F,1923,Cleo,31
AR,F,1923,Carolyn,25
AR,F,1923,Claudia,21
AR,F,1923,Charlotte,19
AR,F,1923,Connie,17
AR,F,1923,Charlie,14
AR,F,1923,Carmen,13
AR,F,1923,Callie,9
AR,F,1923,Caroline,9
AR,F,1923,Claudie,8
AR,F,1923,Cecil,7
AR,F,1923,Colleen,6
AR,F,1923,Crystal,6
AR,F,1923,Carol,5
AR,F,1923,Claire,5
AR,F,1923,Clemmie,5
AR,F,1923,Constance,5
AR,F,1923,Cynthia,5
AR,M,1923,Charles,447
AR,M,1923,Carl,172
AR,M,1923,Clarence,136
AR,M,1923,Cecil,113
AR,M,1923,Charlie,97
AR,M,1923,Clyde,93
AR,M,1923,Calvin,83
AR,M,1923,Chester,75
AR,M,1923,Curtis,61
AR,M,1923,Claude,44
AR,M,1923,Clifford,41
AR,M,1923,Charley,40
AR,M,1923,Cleo,29
AR,M,1923,Carroll,21
AR,M,1923,Carlton,11
AR,M,1923,Cornelius,11
AR,M,1923,Carlos,10
AR,M,1923,Clayton,10
AR,M,1923,Carrol,9
AR,M,1923,Carson,5
AR,M,1923,Clark,5
AZ,F,1923,Carmen,74
AZ,F,1923,Consuelo,24
AZ,F,1923,Connie,15
AZ,F,1923,Cruz,12
AZ,F,1923,Caroline,9
AZ,F,1923,Charlotte,9
AZ,F,1923,Concepcion,9
AZ,F,1923,Catalina,8
AZ,F,1923,Catherine,8
AZ,F,1923,Cecilia,5
AZ,M,1923,Charles,51
AZ,M,1923,Carlos,23
AZ,M,1923,Carl,22
AZ,M,1923,Clarence,16
AZ,M,1923,Clyde,11
AZ,M,1923,Charlie,8
AZ,M,1923,Chester,8
AZ,M,1923,Calvin,7
AZ,M,1923,Charley,6
AZ,M,1923,Cruz,5
CA,F,1923,Carmen,196
CA,F,1923,Catherine,172
CA,F,1923,Charlotte,137
CA,F,1923,Carol,94
CA,F,1923,Consuelo,94
CA,F,1923,Constance,73
CA,F,1923,Carolyn,69
CA,F,1923,Claire,58
CA,F,1923,Connie,52
CA,F,1923,Cecilia,37
CA,F,1923,Christine,32
CA,F,1923,Colleen,31
CA,F,1923,Caroline,27
CA,F,1923,Carole,20
CA,F,1923,Concepcion,16
CA,F,1923,Carrie,15
CA,F,1923,Carolina,14
CA,F,1923,Catalina,14
CA,F,1923,Christina,14
CA,F,1923,Clare,14
CA,F,1923,Camille,13
CA,F,1923,Carmel,13
CA,F,1923,Cleo,13
CA,F,1923,Cynthia,12
CA,F,1923,Claudia,11
CA,F,1923,Cruz,9
CA,F,1923,Crystal,9
CA,F,1923,Carroll,5
CA,F,1923,Celestine,5
CA,M,1923,Charles,700
CA,M,1923,Carl,173
CA,M,1923,Clarence,141
CA,M,1923,Clifford,114
CA,M,1923,Chester,67
CA,M,1923,Carlos,63
CA,M,1923,Clyde,61
CA,M,1923,Calvin,59
CA,M,1923,Claude,54
CA,M,1923,Cecil,37
CA,M,1923,Charlie,24
CA,M,1923,Curtis,19
CA,M,1923,Carroll,17
CA,M,1923,Cruz,14
CA,M,1923,Chris,11
CA,M,1923,Christopher,11
CA,M,1923,Clayton,10
CA,M,1923,Charley,9
CA,M,1923,Craig,9
CA,M,1923,Clark,8
CA,M,1923,Cornelius,8
CA,M,1923,Colin,7
CA,M,1923,Carlton,6
CA,M,1923,Carmen,6
CA,M,1923,Claudio,6
CA,M,1923,Cameron,5
CA,M,1923,Carrol,5
CA,M,1923,Christian,5
CO,F,1923,Catherine,50
CO,F,1923,Charlotte,37
CO,F,1923,Carol,30
CO,F,1923,Carmen,23
CO,F,1923,Caroline,14
CO,F,1923,Carolyn,14
CO,F,1923,Constance,13
CO,F,1923,Cecilia,12
CO,F,1923,Carrie,11
CO,F,1923,Cleo,11
CO,F,1923,Christine,9
CO,F,1923,Connie,9
CO,F,1923,Consuelo,8
CO,M,1923,Charles,257
CO,M,1923,Carl,64
CO,M,1923,Clarence,56
CO,M,1923,Clifford,35
CO,M,1923,Cecil,31
CO,M,1923,Clyde,31
CO,M,1923,Calvin,20
CO,M,1923,Chester,17
CO,M,1923,Claude,14
CO,M,1923,Charley,6
CO,M,1923,Carroll,5
CO,M,1923,Clark,5
CO,M,1923,Curtis,5
CT,F,1923,Catherine,128
CT,F,1923,Claire,55
CT,F,1923,Carolyn,45
CT,F,1923,Constance,42
CT,F,1923,Charlotte,39
CT,F,1923,Christine,28
CT,F,1923,Caroline,25
CT,F,1923,Carol,15
CT,F,1923,Cecilia,15
CT,F,1923,Carmel,12
CT,F,1923,Connie,8
CT,F,1923,Camille,7
CT,F,1923,Carrie,6
CT,F,1923,Carmen,5
CT,M,1923,Charles,305
CT,M,1923,Carl,54
CT,M,1923,Chester,46
CT,M,1923,Clifford,45
CT,M,1923,Clarence,30
CT,M,1923,Carmen,16
CT,M,1923,Clayton,11
CT,M,1923,Calvin,10
CT,M,1923,Carmine,7
CT,M,1923,Carroll,7
CT,M,1923,Christopher,7
CT,M,1923,Curtis,6
DC,F,1923,Catherine,60
DC,F,1923,Constance,11
DC,F,1923,Carolyn,10
DC,F,1923,Charlotte,10
DC,F,1923,Claire,7
DC,F,1923,Carol,5
DC,M,1923,Charles,154
DC,M,1923,Clarence,34
DC,M,1923,Carl,17
DC,M,1923,Calvin,16
DC,M,1923,Chester,11
DC,M,1923,Carroll,7
DC,M,1923,Claude,6
DC,M,1923,Clifford,5
DE,F,1923,Catherine,28
DE,F,1923,Charlotte,9
DE,F,1923,Caroline,6
DE,F,1923,Carrie,5
DE,F,1923,Cecilia,5
DE,F,1923,Claire,5
DE,M,1923,Charles,86
DE,M,1923,Clarence,14
DE,M,1923,Calvin,10
DE,M,1923,Carl,6
FL,F,1923,Catherine,84
FL,F,1923,Carrie,54
FL,F,1923,Charlotte,33
FL,F,1923,Christine,33
FL,F,1923,Carolyn,30
FL,F,1923,Cleo,22
FL,F,1923,Carmen,13
FL,F,1923,Carol,13
FL,F,1923,Constance,13
FL,F,1923,Claudia,12
FL,F,1923,Caroline,11
FL,F,1923,Clyde,10
FL,F,1923,Claire,9
FL,F,1923,Callie,8
FL,F,1923,Cynthia,8
FL,F,1923,Charlie,7
FL,F,1923,Connie,7
FL,F,1923,Clifford,5
FL,M,1923,Charles,279
FL,M,1923,Clarence,85
FL,M,1923,Carl,81
FL,M,1923,Charlie,69
FL,M,1923,Cecil,49
FL,M,1923,Clyde,42
FL,M,1923,Curtis,41
FL,M,1923,Clifford,38
FL,M,1923,Claude,31
FL,M,1923,Calvin,29
FL,M,1923,Carlton,14
FL,M,1923,Chester,13
FL,M,1923,Charley,10
FL,M,1923,Clayton,9
FL,M,1923,Cornelius,7
GA,F,1923,Carrie,226
GA,F,1923,Catherine,193
GA,F,1923,Christine,153
GA,F,1923,Carolyn,136
GA,F,1923,Charlotte,59
GA,F,1923,Cleo,45
GA,F,1923,Charlie,42
GA,F,1923,Constance,27
GA,F,1923,Claudia,22
GA,F,1923,Clyde,21
GA,F,1923,Callie,20
GA,F,1923,Claudie,19
GA,F,1923,Cynthia,15
GA,F,1923,Caroline,14
GA,F,1923,Clifford,14
GA,F,1923,Carol,13
GA,F,1923,Cecil,9
GA,F,1923,Claire,9
GA,F,1923,Connie,9
GA,F,1923,Curtis,9
GA,F,1923,Corrie,7
GA,F,1923,Christen,6
GA,F,1923,Christina,6
GA,F,1923,Charles,5
GA,F,1923,Colleen,5
GA,M,1923,Charles,695
GA,M,1923,Charlie,369
GA,M,1923,Clarence,215
GA,M,1923,Clifford,162
GA,M,1923,Carl,119
GA,M,1923,Cecil,109
GA,M,1923,Curtis,100
GA,M,1923,Clyde,92
GA,M,1923,Calvin,90
GA,M,1923,Claude,71
GA,M,1923,Carlton,36
GA,M,1923,Chester,35
GA,M,1923,Clayton,21
GA,M,1923,Cornelius,16
GA,M,1923,Carroll,14
GA,M,1923,Charley,11
GA,M,1923,Cleo,9
GA,M,1923,Carey,8
GA,M,1923,Christopher,7
GA,M,1923,Clark,7
GA,M,1923,Connie,7
GA,M,1923,Cary,5
GA,M,1923,Claudie,5
GA,M,1923,Clemmie,5
HI,F,1923,Charlotte,16
HI,F,1923,Catherine,12
HI,F,1923,Christina,9
HI,F,1923,Caroline,8
HI,F,1923,Cecilia,8
HI,F,1923,Constance,7
HI,F,1923,Carmen,6
HI,M,1923,Charles,48
HI,M,1923,Clarence,25
HI,M,1923,Clifford,10
HI,M,1923,Carl,6
HI,M,1923,Christopher,5
IA,F,1923,Catherine,111
IA,F,1923,Charlotte,101
IA,F,1923,Carol,63
IA,F,1923,Caroline,24
IA,F,1923,Carolyn,23
IA,F,1923,Cleo,23
IA,F,1923,Constance,20
IA,F,1923,Colleen,18
IA,F,1923,Carmen,12
IA,F,1923,Cecilia,12
IA,F,1923,Carrie,8
IA,F,1923,Claire,8
IA,F,1923,Carole,7
IA,F,1923,Connie,7
IA,F,1923,Christine,6
IA,F,1923,Christina,5
IA,M,1923,Charles,515
IA,M,1923,Carl,143
IA,M,1923,Clarence,141
IA,M,1923,Clifford,91
IA,M,1923,Calvin,59
IA,M,1923,Chester,52
IA,M,1923,Clyde,51
IA,M,1923,Cecil,46
IA,M,1923,Carroll,39
IA,M,1923,Clayton,26
IA,M,1923,Curtis,21
IA,M,1923,Claude,18
IA,M,1923,Clair,16
IA,M,1923,Clark,16
IA,M,1923,Cleo,16
IA,M,1923,Chris,12
IA,M,1923,Carrol,10
IA,M,1923,Claire,10
IA,M,1923,Carlton,8
IA,M,1923,Craig,8
IA,M,1923,Carlos,5
ID,F,1923,Carol,12
ID,F,1923,Catherine,11
ID,F,1923,Carolyn,9
ID,F,1923,Charlotte,9
ID,F,1923,Cleo,6
ID,M,1923,Charles,82
ID,M,1923,Carl,30
ID,M,1923,Clarence,22
ID,M,1923,Clifford,16
ID,M,1923,Cecil,15
ID,M,1923,Calvin,14
ID,M,1923,Claude,13
ID,M,1923,Clyde,12
ID,M,1923,Clair,8
ID,M,1923,Chester,7
ID,M,1923,Curtis,6
IL,F,1923,Catherine,412
IL,F,1923,Charlotte,277
IL,F,1923,Carol,137
IL,F,1923,Carolyn,113
IL,F,1923,Constance,90
IL,F,1923,Caroline,79
IL,F,1923,Cecilia,60
IL,F,1923,Christine,57
IL,F,1923,Cleo,36
IL,F,1923,Carrie,35
IL,F,1923,Claire,26
IL,F,1923,Connie,24
IL,F,1923,Carmen,20
IL,F,1923,Camille,17
IL,F,1923,Christina,14
IL,F,1923,Carole,13
IL,F,1923,Clare,11
IL,F,1923,Claudia,11
IL,F,1923,Colleen,9
IL,F,1923,Cynthia,9
IL,F,1923,Charles,8
IL,F,1923,Consuelo,5
IL,F,1923,Crystal,5
IL,M,1923,Charles,1686
IL,M,1923,Carl,397
IL,M,1923,Clarence,393
IL,M,1923,Chester,323
IL,M,1923,Clifford,157
IL,M,1923,Clyde,109
IL,M,1923,Calvin,69
IL,M,1923,Cecil,56
IL,M,1923,Claude,54
IL,M,1923,Curtis,54
IL,M,1923,Clayton,38
IL,M,1923,Carroll,29
IL,M,1923,Carmen,22
IL,M,1923,Cornelius,19
IL,M,1923,Carlos,16
IL,M,1923,Clark,15
IL,M,1923,Charlie,13
IL,M,1923,Christopher,10
IL,M,1923,Chris,9
IL,M,1923,Cleo,9
IL,M,1923,Carter,8
IL,M,1923,Carlton,6
IL,M,1923,Carmine,5
IL,M,1923,Charley,5
IL,M,1923,Christian,5
IL,M,1923,Clair,5
IN,F,1923,Catherine,152
IN,F,1923,Charlotte,113
IN,F,1923,Carolyn,52
IN,F,1923,Carol,47
IN,F,1923,Constance,32
IN,F,1923,Christine,27
IN,F,1923,Carmen,17
IN,F,1923,Caroline,17
IN,F,1923,Carrie,14
IN,F,1923,Cleo,14
IN,F,1923,Christina,12
IN,F,1923,Cecilia,10
IN,F,1923,Colleen,10
IN,F,1923,Claire,9
IN,F,1923,Callie,7
IN,F,1923,Connie,6
IN,F,1923,Crystal,6
IN,F,1923,Carrol,5
IN,F,1923,Carroll,5
IN,M,1923,Charles,1102
IN,M,1923,Carl,285
IN,M,1923,Clarence,173
IN,M,1923,Chester,97
IN,M,1923,Clifford,79
IN,M,1923,Clyde,77
IN,M,1923,Claude,60
IN,M,1923,Cecil,52
IN,M,1923,Calvin,41
IN,M,1923,Curtis,28
IN,M,1923,Clayton,23
IN,M,1923,Carroll,20
IN,M,1923,Cornelius,7
IN,M,1923,Carlton,6
IN,M,1923,Carrol,6
IN,M,1923,Clair,5
IN,M,1923,Clark,5
IN,M,1923,Cleo,5
KS,F,1923,Catherine,73
KS,F,1923,Charlotte,47
KS,F,1923,Carol,41
KS,F,1923,Cleo,27
KS,F,1923,Carolyn,24
KS,F,1923,Christine,20
KS,F,1923,Carmen,19
KS,F,1923,Cecilia,17
KS,F,1923,Connie,12
KS,F,1923,Caroline,10
KS,F,1923,Carrie,10
KS,F,1923,Constance,10
KS,F,1923,Claudia,6
KS,F,1923,Colleen,6
KS,F,1923,Crystal,5
KS,M,1923,Charles,564
KS,M,1923,Carl,165
KS,M,1923,Clarence,155
KS,M,1923,Clifford,77
KS,M,1923,Chester,63
KS,M,1923,Clyde,60
KS,M,1923,Cecil,59
KS,M,1923,Calvin,53
KS,M,1923,Claude,53
KS,M,1923,Clayton,27
KS,M,1923,Curtis,16
KS,M,1923,Charley,15
KS,M,1923,Cleo,14
KS,M,1923,Clair,9
KS,M,1923,Carroll,8
KS,M,1923,Charlie,6
KS,M,1923,Carrol,5
KS,M,1923,Christopher,5
KS,M,1923,Clark,5
KY,F,1923,Christine,196
KY,F,1923,Catherine,144
KY,F,1923,Carrie,55
KY,F,1923,Carolyn,44
KY,F,1923,Charlotte,37
KY,F,1923,Cleo,23
KY,F,1923,Callie,19
KY,F,1923,Cynthia,12
KY,F,1923,Carol,11
KY,F,1923,Caroline,11
KY,F,1923,Constance,11
KY,F,1923,Claudia,10
KY,F,1923,Colleen,10
KY,F,1923,Cecil,8
KY,F,1923,Cecilia,8
KY,F,1923,Chloe,7
KY,F,1923,Connie,7
KY,F,1923,Carmen,6
KY,F,1923,Charles,6
KY,F,1923,Crystal,6
KY,F,1923,Christina,5
KY,M,1923,Charles,1077
KY,M,1923,Carl,259
KY,M,1923,Clarence,213
KY,M,1923,Cecil,143
KY,M,1923,Chester,134
KY,M,1923,Clyde,133
KY,M,1923,Charlie,97
KY,M,1923,Claude,85
KY,M,1923,Curtis,73
KY,M,1923,Calvin,72
KY,M,1923,Clifford,70
KY,M,1923,Clayton,38
KY,M,1923,Charley,28
KY,M,1923,Carlos,27
KY,M,1923,Carroll,22
KY,M,1923,Cleo,10
KY,M,1923,Christopher,9
KY,M,1923,Carlton,8
KY,M,1923,Cornelius,7
KY,M,1923,Clark,6
KY,M,1923,Carmon,5
KY,M,1923,Carnell,5
KY,M,1923,Carson,5
KY,M,1923,Conley,5
LA,F,1923,Catherine,121
LA,F,1923,Carrie,78
LA,F,1923,Christine,33
LA,F,1923,Claire,29
LA,F,1923,Cleo,26
LA,F,1923,Carolyn,23
LA,F,1923,Charlotte,22
LA,F,1923,Cecilia,20
LA,F,1923,Callie,18
LA,F,1923,Carmen,18
LA,F,1923,Camille,14
LA,F,1923,Celestine,14
LA,F,1923,Claudia,13
LA,F,1923,Constance,12
LA,F,1923,Carol,10
LA,F,1923,Clare,10
LA,F,1923,Connie,9
LA,F,1923,Carmel,8
LA,F,1923,Charlie,8
LA,F,1923,Caroline,7
LA,F,1923,Cecil,7
LA,F,1923,Charles,7
LA,F,1923,Clemmie,5
LA,F,1923,Cynthia,5
LA,M,1923,Charles,434
LA,M,1923,Clarence,209
LA,M,1923,Charlie,86
LA,M,1923,Curtis,70
LA,M,1923,Carl,63
LA,M,1923,Calvin,59
LA,M,1923,Chester,59
LA,M,1923,Clyde,56
LA,M,1923,Clifford,51
LA,M,1923,Cecil,48
LA,M,1923,Claude,44
LA,M,1923,Charley,28
LA,M,1923,Curley,28
LA,M,1923,Carroll,15
LA,M,1923,Clayton,13
LA,M,1923,Carlton,11
LA,M,1923,Cornelius,11
LA,M,1923,Cleo,9
LA,M,1923,Camille,8
LA,M,1923,Chris,7
LA,M,1923,Clovis,7
LA,M,1923,Carol,6
MA,F,1923,Catherine,447
MA,F,1923,Claire,307
MA,F,1923,Constance,213
MA,F,1923,Charlotte,169
MA,F,1923,Carolyn,74
MA,F,1923,Carol,55
MA,F,1923,Christine,48
MA,F,1923,Caroline,42
MA,F,1923,Cecilia,40
MA,F,1923,Cynthia,33
MA,F,1923,Clare,19
MA,F,1923,Christina,18
MA,F,1923,Carmen,14
MA,F,1923,Connie,9
MA,F,1923,Camille,8
MA,F,1923,Carolina,6
MA,F,1923,Claudia,6
MA,F,1923,Carrie,5
MA,F,1923,Charles,5
MA,M,1923,Charles,914
MA,M,1923,Chester,130
MA,M,1923,Carl,101
MA,M,1923,Clarence,70
MA,M,1923,Clifford,62
MA,M,1923,Calvin,32
MA,M,1923,Clayton,28
MA,M,1923,Carmen,21
MA,M,1923,Cornelius,18
MA,M,1923,Carroll,15
MA,M,1923,Clyde,15
MA,M,1923,Carlton,14
MA,M,1923,Cecil,14
MA,M,1923,Christopher,14
MA,M,1923,Carmine,12
MA,M,1923,Curtis,12
MA,M,1923,Chris,6
MA,M,1923,Clark,6
MA,M,1923,Chandler,5
MA,M,1923,Christy,5
MA,M,1923,Claude,5
MD,F,1923,Catherine,280
MD,F,1923,Charlotte,93
MD,F,1923,Carolyn,46
MD,F,1923,Carrie,31
MD,F,1923,Constance,30
MD,F,1923,Christine,24
MD,F,1923,Caroline,15
MD,F,1923,Carol,8
MD,F,1923,Claire,8
MD,F,1923,Cecilia,7
MD,F,1923,Christina,6
MD,F,1923,Connie,6
MD,F,1923,Cynthia,6
MD,F,1923,Charles,5
MD,M,1923,Charles,690
MD,M,1923,Clarence,104
MD,M,1923,Carl,65
MD,M,1923,Calvin,63
MD,M,1923,Carroll,54
MD,M,1923,Chester,24
MD,M,1923,Claude,22
MD,M,1923,Clyde,20
MD,M,1923,Clifford,16
MD,M,1923,Cecil,12
MD,M,1923,Carlton,9
MD,M,1923,Curtis,8
MD,M,1923,Charlie,7
MD,M,1923,Christopher,7
MD,M,1923,Clayton,7
MD,M,1923,Cornelius,7
MD,M,1923,Clark,5
ME,F,1923,Charlotte,52
ME,F,1923,Constance,46
ME,F,1923,Catherine,34
ME,F,1923,Carolyn,26
ME,F,1923,Christine,20
ME,F,1923,Claire,14
ME,F,1923,Caroline,9
ME,F,1923,Carmen,8
ME,F,1923,Cecilia,8
ME,F,1923,Carrie,7
ME,F,1923,Carol,5
ME,M,1923,Charles,140
ME,M,1923,Clarence,51
ME,M,1923,Carl,36
ME,M,1923,Clifford,31
ME,M,1923,Clayton,26
ME,M,1923,Chester,23
ME,M,1923,Carroll,22
ME,M,1923,Cecil,15
ME,M,1923,Calvin,14
ME,M,1923,Clyde,14
ME,M,1923,Carlton,11
ME,M,1923,Claude,7
ME,M,1923,Clair,6
ME,M,1923,Camille,5
MI,F,1923,Catherine,222
MI,F,1923,Charlotte,111
MI,F,1923,Carol,107
MI,F,1923,Carolyn,64
MI,F,1923,Caroline,61
MI,F,1923,Constance,54
MI,F,1923,Cecilia,38
MI,F,1923,Christine,35
MI,F,1923,Cleo,28
MI,F,1923,Carrie,18
MI,F,1923,Carmen,17
MI,F,1923,Claire,15
MI,F,1923,Colleen,13
MI,F,1923,Christina,11
MI,F,1923,Crystal,10
MI,F,1923,Clare,9
MI,F,1923,Connie,9
MI,F,1923,Cynthia,9
MI,F,1923,Carole,6
MI,F,1923,Claudia,5
MI,M,1923,Charles,889
MI,M,1923,Carl,279
MI,M,1923,Clarence,244
MI,M,1923,Chester,192
MI,M,1923,Clifford,132
MI,M,1923,Clyde,74
MI,M,1923,Calvin,61
MI,M,1923,Cecil,55
MI,M,1923,Clayton,55
MI,M,1923,Claude,45
MI,M,1923,Clare,41
MI,M,1923,Clair,21
MI,M,1923,Cornelius,19
MI,M,1923,Curtis,19
MI,M,1923,Carroll,18
MI,M,1923,Clark,15
MI,M,1923,Carlton,14
MI,M,1923,Cleo,13
MI,M,1923,Charlie,8
MI,M,1923,Carmen,6
MI,M,1923,Carrol,6
MI,M,1923,Chris,6
MI,M,1923,Christopher,6
MI,M,1923,Claire,6
MI,M,1923,Carlos,5
MN,F,1923,Carol,117
MN,F,1923,Charlotte,117
MN,F,1923,Catherine,88
MN,F,1923,Constance,47
MN,F,1923,Caroline,35
MN,F,1923,Carolyn,29
MN,F,1923,Cecilia,20
MN,F,1923,Carmen,18
MN,F,1923,Claire,17
MN,F,1923,Carole,14
MN,F,1923,Cleo,12
MN,F,1923,Christine,9
MN,F,1923,Colleen,8
MN,F,1923,Carrie,6
MN,F,1923,Clare,5
MN,F,1923,Cynthia,5
MN,M,1923,Charles,365
MN,M,1923,Clarence,199
MN,M,1923,Clifford,149
MN,M,1923,Carl,140
MN,M,1923,Clayton,76
MN,M,1923,Chester,55
MN,M,1923,Curtis,49
MN,M,1923,Calvin,44
MN,M,1923,Clyde,35
MN,M,1923,Claude,19
MN,M,1923,Cecil,18
MN,M,1923,Carroll,14
MN,M,1923,Clark,12
MN,M,1923,Clair,9
MN,M,1923,Carlton,7
MN,M,1923,Christian,7
MN,M,1923,Claire,7
MN,M,1923,Chris,6
MN,M,1923,Christopher,6
MN,M,1923,Charlie,5
MO,F,1923,Catherine,166
MO,F,1923,Charlotte,79
MO,F,1923,Carol,48
MO,F,1923,Carolyn,38
MO,F,1923,Constance,33
MO,F,1923,Christine,32
MO,F,1923,Cleo,23
MO,F,1923,Carrie,20
MO,F,1923,Caroline,19
MO,F,1923,Cecilia,19
MO,F,1923,Claire,17
MO,F,1923,Connie,16
MO,F,1923,Carmen,11
MO,F,1923,Christina,10
MO,F,1923,Colleen,10
MO,F,1923,Cynthia,9
MO,F,1923,Claudia,8
MO,F,1923,Cecil,7
MO,F,1923,Callie,6
MO,F,1923,Crystal,6
MO,F,1923,Camille,5
MO,F,1923,Charles,5
MO,M,1923,Charles,1062
MO,M,1923,Clarence,261
MO,M,1923,Carl,249
MO,M,1923,Clifford,131
MO,M,1923,Clyde,129
MO,M,1923,Cecil,99
MO,M,1923,Chester,99
MO,M,1923,Calvin,88
MO,M,1923,Claude,65
MO,M,1923,Curtis,41
MO,M,1923,Charley,22
MO,M,1923,Charlie,22
MO,M,1923,Clayton,18
MO,M,1923,Cleo,18
MO,M,1923,Carroll,17
MO,M,1923,Carter,8
MO,M,1923,Christopher,8
MO,M,1923,Cornelius,8
MO,M,1923,Clark,7
MO,M,1923,Carol,6
MO,M,1923,Carrol,6
MO,M,1923,Carlton,5
MO,M,1923,Chris,5
MO,M,1923,Claudie,5
MS,F,1923,Carrie,130
MS,F,1923,Catherine,105
MS,F,1923,Christine,105
MS,F,1923,Callie,25
MS,F,1923,Cleo,24
MS,F,1923,Carolyn,23
MS,F,1923,Claudia,22
MS,F,1923,Charlie,18
MS,F,1923,Charlotte,18
MS,F,1923,Claudie,14
MS,F,1923,Clemmie,11
MS,F,1923,Connie,11
MS,F,1923,Caroline,8
MS,F,1923,Celestine,8
MS,F,1923,Clyde,7
MS,F,1923,Carol,6
MS,F,1923,Corrie,6
MS,F,1923,Cecil,5
MS,F,1923,Charles,5
MS,F,1923,Cynthia,5
MS,M,1923,Charles,430
MS,M,1923,Charlie,189
MS,M,1923,Clarence,131
MS,M,1923,Curtis,101
MS,M,1923,Carl,76
MS,M,1923,Clyde,73
MS,M,1923,Cecil,67
MS,M,1923,Calvin,56
MS,M,1923,Chester,50
MS,M,1923,Claude,49
MS,M,1923,Charley,36
MS,M,1923,Clifford,27
MS,M,1923,Clayton,21
MS,M,1923,Cornelius,15
MS,M,1923,Carroll,12
MS,M,1923,Cleo,12
MS,M,1923,Clovis,10
MS,M,1923,Carlton,8
MS,M,1923,Clark,7
MS,M,1923,Carey,6
MS,M,1923,Chris,5
MS,M,1923,Claudie,5
MT,F,1923,Catherine,29
MT,F,1923,Charlotte,17
MT,F,1923,Carol,12
MT,F,1923,Christine,8
MT,F,1923,Carolyn,6
MT,F,1923,Cleo,5
MT,F,1923,Constance,5
MT,M,1923,Charles,150
MT,M,1923,Clarence,42
MT,M,1923,Clifford,32
MT,M,1923,Carl,28
MT,M,1923,Chester,22
MT,M,1923,Claude,12
MT,M,1923,Calvin,11
MT,M,1923,Clayton,9
MT,M,1923,Clyde,9
MT,M,1923,Cecil,8
MT,M,1923,Curtis,5
NC,F,1923,Catherine,249
NC,F,1923,Carrie,215
NC,F,1923,Christine,144
NC,F,1923,Carolyn,70
NC,F,1923,Cleo,49
NC,F,1923,Charlotte,47
NC,F,1923,Callie,38
NC,F,1923,Connie,31
NC,F,1923,Caroline,19
NC,F,1923,Claudia,18
NC,F,1923,Clyde,13
NC,F,1923,Colleen,13
NC,F,1923,Carol,11
NC,F,1923,Constance,9
NC,F,1923,Charlie,8
NC,F,1923,Cynthia,8
NC,F,1923,Claire,7
NC,F,1923,Cara,5
NC,F,1923,Christina,5
NC,M,1923,Charles,781
NC,M,1923,Charlie,355
NC,M,1923,Clarence,294
NC,M,1923,Clyde,229
NC,M,1923,Carl,219
NC,M,1923,Calvin,140
NC,M,1923,Claude,129
NC,M,1923,Cecil,108
NC,M,1923,Curtis,79
NC,M,1923,Chester,45
NC,M,1923,Clayton,36
NC,M,1923,Clifford,36
NC,M,1923,Carroll,27
NC,M,1923,Carlton,23
NC,M,1923,Cornelius,20
NC,M,1923,Christopher,17
NC,M,1923,Cleo,15
NC,M,1923,Claudie,12
NC,M,1923,Colon,11
NC,M,1923,Carson,10
NC,M,1923,Carlie,8
NC,M,1923,Charley,8
NC,M,1923,Conley,8
NC,M,1923,Cary,7
NC,M,1923,Craig,7
NC,M,1923,Carey,6
NC,M,1923,Connie,6
NC,M,1923,Cameron,5
NC,M,1923,Carlos,5
ND,F,1923,Carol,31
ND,F,1923,Charlotte,30
ND,F,1923,Catherine,22
ND,F,1923,Caroline,14
ND,F,1923,Christine,12
ND,F,1923,Cecilia,8
ND,F,1923,Carole,7
ND,F,1923,Carolyn,7
ND,F,1923,Constance,6
ND,F,1923,Claire,5
ND,F,1923,Cleo,5
ND,M,1923,Charles,95
ND,M,1923,Clarence,58
ND,M,1923,Carl,41
ND,M,1923,Clifford,38
